language,topic,keyword,match_type,keyword_id
Italian,PUBLIC_HEALTH,tracciamento contatti,full_word,1427
Italian,PUBLIC_HEALTH,corona,full_word,1428
Italian,PUBLIC_HEALTH,corona virus,full_word,1429
Italian,PUBLIC_HEALTH,passaporto covid,full_word,1430
Italian,PUBLIC_HEALTH,cure,full_word,1431
Italian,PUBLIC_HEALTH,cura,full_word,1432
Italian,PUBLIC_HEALTH,medicina pericolosa,full_word,1433
Italian,PUBLIC_HEALTH,responsabilità prodotti pericolosi,full_word,1434
Italian,PUBLIC_HEALTH,morte,full_word,1435
Italian,PUBLIC_HEALTH,iniezione mortale,full_word,1436
Italian,PUBLIC_HEALTH,tasso mortalità,full_word,1437
Italian,PUBLIC_HEALTH,colpo mortale,full_word,1438
Italian,PUBLIC_HEALTH,spopolamento,full_word,1439
Italian,PUBLIC_HEALTH,detox,full_word,1440
Italian,PUBLIC_HEALTH,farmaci,full_word,1441
Italian,PUBLIC_HEALTH,elettromagnetismo,full_word,1442
Italian,PUBLIC_HEALTH,epidemia,full_word,1443
Italian,PUBLIC_HEALTH,curva epidemica,full_word,1444
Italian,PUBLIC_HEALTH,mascherina,full_word,1445
Italian,PUBLIC_HEALTH,tessuto fetale,full_word,1446
Italian,PUBLIC_HEALTH,feto,full_word,1447
Italian,PUBLIC_HEALTH,feti,full_word,1448
Italian,PUBLIC_HEALTH,influenza,full_word,1449
Italian,PUBLIC_HEALTH,vaccini forzati,full_word,1450
Italian,PUBLIC_HEALTH,terapia genetica,full_word,1451
Italian,PUBLIC_HEALTH,geni,full_word,1452
Italian,PUBLIC_HEALTH,grafene,full_word,1453
Italian,PUBLIC_HEALTH,green list,full_word,1454
Italian,PUBLIC_HEALTH,porcellini d’india,full_word,1455
Italian,PUBLIC_HEALTH,educazione alla salute,full_word,1456
Italian,PUBLIC_HEALTH,rischio salute,full_word,1457
Italian,PUBLIC_HEALTH,infarto,full_word,1458
Italian,PUBLIC_HEALTH,immunità di gregge,full_word,1459
Italian,PUBLIC_HEALTH,omeopatia,full_word,1460
Italian,PUBLIC_HEALTH,pasta di cavallo,full_word,1461
Italian,PUBLIC_HEALTH,periodo di incubazione,full_word,1462
Italian,PUBLIC_HEALTH,sistema immunitario,full_word,1463
Italian,PUBLIC_HEALTH,immunizzazione,full_word,1464
Italian,PUBLIC_HEALTH,infezione,full_word,1465
Italian,PUBLIC_HEALTH,iniezioni,full_word,1466
Italian,PUBLIC_HEALTH,inoculazione,full_word,1467
Italian,PUBLIC_HEALTH,terapia intensiva,full_word,1468
Italian,PUBLIC_HEALTH,jabgate,full_word,1469
Italian,PUBLIC_HEALTH,janssen,full_word,1470
Italian,PUBLIC_HEALTH,prova di flusso laterale,full_word,1471
Italian,PUBLIC_HEALTH,iniezione letale,full_word,1472
Italian,PUBLIC_HEALTH,long covid,full_word,1473
Italian,PUBLIC_HEALTH,malaria,full_word,1474
Italian,PUBLIC_HEALTH,obblighi mascherina,full_word,1475
Italian,PUBLIC_HEALTH,mascherine,full_word,1476
Italian,PUBLIC_HEALTH,mascherine sono per gli schiavi,full_word,1477
Italian,PUBLIC_HEALTH,morbillo,full_word,1478
Italian,PUBLIC_HEALTH,aborto medico,full_word,1479
Italian,PUBLIC_HEALTH,tirannia medica,full_word,1480
Italian,PUBLIC_HEALTH,medicine,full_word,1481
Italian,PUBLIC_HEALTH,megha thakur,full_word,1482
Italian,PUBLIC_HEALTH,onda millimetrica,full_word,1483
Italian,PUBLIC_HEALTH,mitocondri,full_word,1484
Italian,PUBLIC_HEALTH,vaiolo delle scimmie,full_word,1485
Italian,PUBLIC_HEALTH,mortalità mrna,full_word,1486
Italian,PUBLIC_HEALTH,medicina naturale,full_word,1487
Italian,PUBLIC_HEALTH,norimberga 2,full_word,1488
Italian,PUBLIC_HEALTH,norimberga 2.0,full_word,1489
Italian,PUBLIC_HEALTH,codice di norimberga,full_word,1490
Italian,PUBLIC_HEALTH,processo di norimberga per covid,full_word,1491
Italian,PUBLIC_HEALTH,no iniezione,full_word,1492
Italian,PUBLIC_HEALTH,no bambini vaccinati,full_word,1493
Italian,PUBLIC_HEALTH,pandemia,full_word,1494
Italian,PUBLIC_HEALTH,paziente zero,full_word,1495
Italian,PUBLIC_HEALTH,report pentagono ufo,full_word,1496
Italian,PUBLIC_HEALTH,compagnie farmaceutiche,full_word,1497
Italian,PUBLIC_HEALTH,pillole,full_word,1498
Italian,PUBLIC_HEALTH,plandemic,full_word,1499
Italian,PUBLIC_HEALTH,agenda politica,full_word,1500
Italian,PUBLIC_HEALTH,prevenzione,full_word,1501
Italian,PUBLIC_HEALTH,proteina spike,full_word,1502
Italian,PUBLIC_HEALTH,pro vaccino sicuro,full_word,1503
Italian,PUBLIC_HEALTH,prochoice,full_word,1504
Italian,PUBLIC_HEALTH,pro-life,full_word,1505
Italian,PUBLIC_HEALTH,prolife,full_word,1506
Italian,PUBLIC_HEALTH,radiazione,full_word,1507
Italian,PUBLIC_HEALTH,reazione,full_word,1508
Italian,PUBLIC_HEALTH,pillola di inversione,full_word,1509
Italian,PUBLIC_HEALTH,robert malone,full_word,1510
Italian,PUBLIC_HEALTH,rochelle walensky,full_word,1511
Italian,PUBLIC_HEALTH,roe contro wade,full_word,1512
Italian,PUBLIC_HEALTH,servizi igienico-sanitari,full_word,1513
Italian,PUBLIC_HEALTH,auto isolamento,full_word,1514
Italian,PUBLIC_HEALTH,effetti collaterali,full_word,1515
Italian,PUBLIC_HEALTH,sangue di serpente,full_word,1516
Italian,PUBLIC_HEALTH,veleno di serpente,full_word,1517
Italian,PUBLIC_HEALTH,variante sudafricana,full_word,1518
Italian,PUBLIC_HEALTH,spike,full_word,1519
Italian,PUBLIC_HEALTH,studio,full_word,1520
Italian,PUBLIC_HEALTH,morte improvvisa,full_word,1521
Italian,PUBLIC_HEALTH,mascherina chirurgica,full_word,1522
Italian,PUBLIC_HEALTH,grande abbattimento,full_word,1523
Italian,PUBLIC_HEALTH,rimozione tossine,full_word,1524
Italian,PUBLIC_HEALTH,non vaccinato,full_word,1525
Italian,PUBLIC_HEALTH,unvaxxed lives matter,full_word,1526
Italian,PUBLIC_HEALTH,unvaccinated,full_word,1527
Italian,PUBLIC_HEALTH,immunodeficienza acquisita da vaccino,full_word,1528
Italian,PUBLIC_HEALTH,sistema di segnalazione eventi avversi da vaccino,full_word,1529
Italian,PUBLIC_HEALTH,scelta vaccinale,full_word,1530
Italian,PUBLIC_HEALTH,morti da vaccino,full_word,1531
Italian,PUBLIC_HEALTH,infortuni da vaccino,full_word,1532
Italian,PUBLIC_HEALTH,obblighi vaccinali,full_word,1533
Italian,PUBLIC_HEALTH,effetti collaterali vaccino,full_word,1534
Italian,PUBLIC_HEALTH,vittime vaccino,full_word,1535
Italian,PUBLIC_HEALTH,vax,full_word,1536
Italian,PUBLIC_HEALTH,wuhan,full_word,1537
Italian,PUBLIC_HEALTH,febbre gialla,full_word,1538
Italian,MIGRANTS,i bambini migranti scompaiono,full_word,1539
Italian,MIGRANTS,extracomunitari,full_word,1540
Italian,MIGRANTS,invasione,full_word,1541
Italian,MIGRANTS,immigrato,full_word,1542
Italian,MIGRANTS,clandestini,full_word,1543
Italian,MIGRANTS,straniero clandestino,full_word,1544
Italian,MIGRANTS,tommy robinson,full_word,1545
Italian,MIGRANTS,immigrati,full_word,1546
Italian,MIGRANTS,africani,full_word,1547
Italian,MIGRANTS,arabi,full_word,1548
Italian,MIGRANTS,richiedenti asilo,full_word,1549
Italian,MIGRANTS,attacchi europa,full_word,1550
Italian,MIGRANTS,banderizzazione,full_word,1551
Italian,MIGRANTS,confini,full_word,1552
Italian,MIGRANTS,bambini migranti,full_word,1553
Italian,MIGRANTS,minaccia alla civiltà,full_word,1554
Italian,MIGRANTS,pericolo civiltà,full_word,1555
Italian,MIGRANTS,dislocamento,full_word,1556
Italian,MIGRANTS,immigrati economici,full_word,1557
Italian,MIGRANTS,migranti economici,full_word,1558
Italian,MIGRANTS,impatto economico della migrazione,full_word,1559
Italian,MIGRANTS,eurofobia,full_word,1560
Italian,MIGRANTS,grecia difende europa,full_word,1561
Italian,MIGRANTS,grecia sotto attacco,full_word,1562
Italian,MIGRANTS,grande sostituzione,full_word,1563
Italian,MIGRANTS,illegale,full_word,1564
Italian,MIGRANTS,clandestino,full_word,1565
Italian,MIGRANTS,leggi immigrazione,full_word,1566
Italian,MIGRANTS,politiche immigrazione,full_word,1567
Italian,MIGRANTS,programmi integrazione,full_word,1568
Italian,MIGRANTS,invasione europa,full_word,1569
Italian,MIGRANTS,invasore,full_word,1570
Italian,MIGRANTS,donne a rischio migranti,full_word,1571
Italian,MIGRANTS,migranti assassini,full_word,1572
Italian,MIGRANTS,migrazione e sviluppo,full_word,1573
Italian,MIGRANTS,gestione migrazione,full_word,1574
Italian,MIGRANTS,modelli di migrazione,full_word,1575
Italian,MIGRANTS,invasione migratoria,full_word,1576
Italian,MIGRANTS,detenzione migranti,full_word,1577
Italian,MIGRANTS,salute migranti,full_word,1578
Italian,MIGRANTS,diritti migranti,full_word,1579
Italian,MIGRANTS,musulmani,full_word,1580
Italian,MIGRANTS,migrante stupratore,full_word,1581
Italian,MIGRANTS,rifugiato stupratore,full_word,1582
Italian,MIGRANTS,campo profughi,full_word,1583
Italian,MIGRANTS,crisi rifugiati,full_word,1584
Italian,MIGRANTS,reinsediamento rifugiati,full_word,1585
Italian,MIGRANTS,rifugiati pericolo donne,full_word,1586
Italian,MIGRANTS,trasferiti,full_word,1587
Italian,MIGRANTS,emigrazione,full_word,1588
Italian,MIGRANTS,attività di reinsediamento,full_word,1589
Italian,MIGRANTS,assistenza sociale,full_word,1590
Italian,MIGRANTS,inclusione sociale,full_word,1591
Italian,MIGRANTS,terroristi,full_word,1592
Italian,MIGRANTS,pericolo europa,full_word,1593
Italian,MIGRANTS,pericolo occidente,full_word,1594
Italian,MIGRANTS,pericolo valori occidentali,full_word,1595
Italian,MIGRANTS,ucraini,full_word,1596
Italian,MIGRANTS,ucrainizzazione,full_word,1597
Italian,MIGRANTS,genocidio bianco,full_word,1598
Italian,MIGRANTS,xenofobia,full_word,1599
Italian,MIGRANTS,lampedusa,full_word,1600
Italian,MIGRANTS,sbarchi,full_word,1601
Italian,MIGRANTS,barche,full_word,1602
Italian,MIGRANTS,barchini,full_word,1603
Italian,MIGRANTS,naufragio,full_word,1604
Italian,MIGRANTS,centro di accoglienza,full_word,1605
Italian,MIGRANTS,ong,full_word,1606
Italian,MIGRANTS,centro di primo soccorso e accoglienza,full_word,1607
Italian,MIGRANTS,accoglienza,full_word,1608
Italian,MIGRANTS,libia,full_word,1609
Italian,MIGRANTS,tunisia,full_word,1610
Italian,MIGRANTS,mediterraneo,full_word,1611
Italian,MIGRANTS,mar mediterraneo,full_word,1612
Polish,CLIMATE_CHANGE,strategie adaptacyjne/środki przystosowawcze,full_word,1613
Polish,CLIMATE_CHANGE,zanieczyszczenie powietrza,full_word,1614
Polish,CLIMATE_CHANGE,utrata różnorodności biologicznej,full_word,1615
Polish,CLIMATE_CHANGE,miasta bez samochodów,full_word,1616
Polish,CLIMATE_CHANGE,emisja dwutlenku węgla,full_word,1617
Polish,CLIMATE_CHANGE,śląd węglowy,full_word,1618
Polish,CLIMATE_CHANGE,ceny emisji dwutlenku węgla,full_word,1619
Polish,CLIMATE_CHANGE,sekwestracja dwutlenku węgla,full_word,1620
Polish,CLIMATE_CHANGE,wyciek substancji chemicznych,full_word,1621
Polish,CLIMATE_CHANGE,czysta energia,full_word,1622
Polish,CLIMATE_CHANGE,technologia czystej energii,full_word,1623
Polish,CLIMATE_CHANGE,clean energy technologies,full_word,1624
Polish,CLIMATE_CHANGE,aktywizmy klimatyczny,full_word,1625
Polish,CLIMATE_CHANGE,działanie/działania na rzecz klimatu,full_word,1626
Polish,CLIMATE_CHANGE,adaptacja klimatyczna,full_word,1627
Polish,CLIMATE_CHANGE,zmiany klimatu/zmiana klimatu,full_word,1628
Polish,CLIMATE_CHANGE,adaptacja do zmian klimatycznych,full_word,1629
Polish,CLIMATE_CHANGE,oszustwo dotyczące zmian klimatu/spisek klimatyczny,full_word,1630
Polish,CLIMATE_CHANGE,kryzys klimatyczny,full_word,1631
Polish,CLIMATE_CHANGE,edukacja klimatyczna,full_word,1632
Polish,CLIMATE_CHANGE,zrównoważone finanse,full_word,1633
Polish,CLIMATE_CHANGE,wpływ klimatu na ekosystemy,full_word,1634
Polish,CLIMATE_CHANGE,sprawiedliwość klimatyczna,full_word,1635
Polish,CLIMATE_CHANGE,łagodzenie zmian klimatu/mitygacyja zmian klimatu,full_word,1636
Polish,CLIMATE_CHANGE,modelowanie klimatu,full_word,1637
Polish,CLIMATE_CHANGE,polityka klimatyczna,full_word,1638
Polish,CLIMATE_CHANGE,uchodźcy klimatyczni,full_word,1639
Polish,CLIMATE_CHANGE,odporność klimatyczna,full_word,1640
Polish,CLIMATE_CHANGE,nauka o klimacie,full_word,1641
Polish,CLIMATE_CHANGE,zmienność klimatu,full_word,1642
Polish,CLIMATE_CHANGE,copernicus,full_word,1643
Polish,CLIMATE_CHANGE,wylesianie/deforestacja,full_word,1644
Polish,CLIMATE_CHANGE,susze,full_word,1645
Polish,CLIMATE_CHANGE,ekologiczny,full_word,1646
Polish,CLIMATE_CHANGE,emisje,full_word,1647
Polish,CLIMATE_CHANGE,środowisko,full_word,1648
Polish,CLIMATE_CHANGE,aktywizmy ekologiczny,full_word,1649
Polish,CLIMATE_CHANGE,katastrofa ekologiczna,full_word,1650
Polish,CLIMATE_CHANGE,wpływ/oddziaływanie na środowisko,full_word,1651
Polish,CLIMATE_CHANGE,zrównoważony rozwój środowiska,full_word,1652
Polish,CLIMATE_CHANGE,kontrola erozji/zapobieganie erozji,full_word,1653
Polish,CLIMATE_CHANGE,ekstremalna pogoda,full_word,1654
Polish,CLIMATE_CHANGE,ekstremalne zjawiska pogodowe,full_word,1655
Polish,CLIMATE_CHANGE,pożary lasów,full_word,1656
Polish,CLIMATE_CHANGE,paliwa kopalne,full_word,1657
Polish,CLIMATE_CHANGE,friday for future/młodzieżowy strajk klimatyczny,full_word,1658
Polish,CLIMATE_CHANGE,geoinżynieria,full_word,1659
Polish,CLIMATE_CHANGE,lodowce,full_word,1660
Polish,CLIMATE_CHANGE,globalna temperatura,full_word,1661
Polish,CLIMATE_CHANGE,efekt cieplarniany,full_word,1662
Polish,CLIMATE_CHANGE,gazy cieplarniane,full_word,1663
Polish,CLIMATE_CHANGE,greta thunberg,full_word,1664
Polish,CLIMATE_CHANGE,ochrona siedlisk,full_word,1665
Polish,CLIMATE_CHANGE,niszczenie siedlisk,full_word,1666
Polish,CLIMATE_CHANGE,fala/fale upałów,full_word,1667
Polish,CLIMATE_CHANGE,topnienie lodu/topnienie lodowców,full_word,1668
Polish,CLIMATE_CHANGE,ochrona mórz,full_word,1669
Polish,CLIMATE_CHANGE,mikroplastik,full_word,1670
Polish,CLIMATE_CHANGE,środki łagodzące,full_word,1671
Polish,CLIMATE_CHANGE,klęska żywiołowa,full_word,1672
Polish,CLIMATE_CHANGE,zerowe emisje netto,full_word,1673
Polish,CLIMATE_CHANGE,zakwaszanie oceanu,full_word,1674
Polish,CLIMATE_CHANGE,zbyt intensywne połowy/przełowienie,full_word,1675
Polish,CLIMATE_CHANGE,zubożenie warstwy ozonowej,full_word,1676
Polish,CLIMATE_CHANGE,porozumienie paryskie,full_word,1677
Polish,CLIMATE_CHANGE,fotowoltaika,full_word,1678
Polish,CLIMATE_CHANGE,las deszczowy,full_word,1679
Polish,CLIMATE_CHANGE,inicjatywy recyklingowe/inicjatywy proekologiczne,full_word,1680
Polish,CLIMATE_CHANGE,energia odnawialna,full_word,1681
Polish,CLIMATE_CHANGE,wzrost poziomu morza,full_word,1682
Polish,CLIMATE_CHANGE,wysiłki na rzecz zrównoważonego rozwoju,full_word,1683
Polish,CLIMATE_CHANGE,zrównoważony rozwój,full_word,1684
Polish,CLIMATE_CHANGE,konferencja narodów zjednoczonych w sprawie zmian klimatycznych,full_word,1685
Polish,CLIMATE_CHANGE,gospodarowanie odpadami,full_word,1686
Polish,CLIMATE_CHANGE,zanieczyszczenie wody,full_word,1687
Polish,CLIMATE_CHANGE,ziedobór wody,full_word,1688
Polish,CLIMATE_CHANGE,pogoda,full_word,1689
Polish,CLIMATE_CHANGE,modyfikacja pogody/wpływanie na pogodę,full_word,1690
Polish,CLIMATE_CHANGE,turbiny wiatrowe,full_word,1691
Polish,CLIMATE_CHANGE,niekontrolowany ogień,full_word,1692
Polish,PUBLIC_HEALTH,5g,full_word,1693
Polish,PUBLIC_HEALTH,technologia bezprzewodowa piątej generacji,full_word,1694
Polish,PUBLIC_HEALTH,technologia bezprzewodowa 5-tej generacji,full_word,1695
Polish,PUBLIC_HEALTH,obcy/kosmita,full_word,1696
Polish,PUBLIC_HEALTH,agenda obcych,full_word,1697
Polish,PUBLIC_HEALTH,anthony fauci,full_word,1698
Polish,PUBLIC_HEALTH,big pharma,full_word,1699
Polish,PUBLIC_HEALTH,bill gates,full_word,1700
Polish,PUBLIC_HEALTH,cdc,full_word,1701
Polish,PUBLIC_HEALTH,chd,full_word,1702
Polish,PUBLIC_HEALTH,covid,full_word,1703
Polish,PUBLIC_HEALTH,covid-19,full_word,1704
Polish,PUBLIC_HEALTH,szczepionka na covid/szczepionka przeciw covid,full_word,1705
Polish,PUBLIC_HEALTH,covid19,full_word,1706
Polish,PUBLIC_HEALTH,dr bryan ardis,full_word,1707
Polish,PUBLIC_HEALTH,dna,full_word,1708
Polish,PUBLIC_HEALTH,nagły wypadek,full_word,1709
Polish,PUBLIC_HEALTH,fda,full_word,1710
Polish,PUBLIC_HEALTH,george soros,full_word,1711
Polish,PUBLIC_HEALTH,johnson & johnson,full_word,1712
Polish,PUBLIC_HEALTH,wirus marburg,full_word,1713
Polish,PUBLIC_HEALTH,moderna,full_word,1714
Polish,PUBLIC_HEALTH,morgellony/morgellonowie,full_word,1715
Polish,PUBLIC_HEALTH,pfizer,full_word,1716
Polish,PUBLIC_HEALTH,rna,full_word,1717
Polish,PUBLIC_HEALTH,ron watkins,full_word,1718
Polish,PUBLIC_HEALTH,sars-cov-2,full_word,1719
Polish,PUBLIC_HEALTH,transczłowiek,full_word,1720
Polish,PUBLIC_HEALTH,transhumanizm,full_word,1721
Polish,PUBLIC_HEALTH,uap,full_word,1722
Polish,PUBLIC_HEALTH,ufo,full_word,1723
Polish,PUBLIC_HEALTH,raport o ufo,full_word,1724
Polish,PUBLIC_HEALTH,niezidentyfikowane zjawiska latający,full_word,1725
Polish,PUBLIC_HEALTH,adrenochrom,full_word,1726
Polish,PUBLIC_HEALTH,zdarzenia niepożądane,full_word,1727
Polish,PUBLIC_HEALTH,działanie niepożądane,full_word,1728
Polish,PUBLIC_HEALTH,przeciwciała,full_word,1729
Polish,PUBLIC_HEALTH,antyszczepionkowy,full_word,1730
Polish,PUBLIC_HEALTH,antyszczepionkowiec,full_word,1731
Polish,PUBLIC_HEALTH,przeciwciało,full_word,1732
Polish,PUBLIC_HEALTH,astrazeneca,full_word,1733
Polish,PUBLIC_HEALTH,autyzm,full_word,1734
Polish,PUBLIC_HEALTH,paramedycyna/medycyna niekonwencjonalna,full_word,1735
Polish,PUBLIC_HEALTH,porażenie bella,full_word,1736
Polish,PUBLIC_HEALTH,big tech,full_word,1737
Polish,PUBLIC_HEALTH,cenzura big techów,full_word,1738
Polish,PUBLIC_HEALTH,biontech,full_word,1739
Polish,PUBLIC_HEALTH,krew,full_word,1740
Polish,PUBLIC_HEALTH,skrzepy/zakrzepy,full_word,1741
Polish,PUBLIC_HEALTH,próbka krwi,full_word,1742
Polish,PUBLIC_HEALTH,rak/nowotwór,full_word,1743
Polish,PUBLIC_HEALTH,komórki nowotworowe,full_word,1744
Polish,PUBLIC_HEALTH,zatrzymanie akcji serca,full_word,1745
Polish,PUBLIC_HEALTH,problem kardiologiczny/problem sercowy,full_word,1746
Polish,PUBLIC_HEALTH,broń biologiczna ccp,full_word,1747
Polish,PUBLIC_HEALTH,wirus ccp,full_word,1748
Polish,PUBLIC_HEALTH,chemtrails/smugi chemiczne,full_word,1749
Polish,PUBLIC_HEALTH,chemoterapia,full_word,1750
Polish,PUBLIC_HEALTH,aborcja chemiczna,full_word,1751
Polish,PUBLIC_HEALTH,bez chemii,full_word,1752
Polish,PUBLIC_HEALTH,harmonogram szczepień dla dzieci,full_word,1753
Polish,PUBLIC_HEALTH,dwutlenek chloru,full_word,1754
Polish,PUBLIC_HEALTH,siarczan chondroityny,full_word,1755
Polish,PUBLIC_HEALTH,zespół chronicznego zmęczenia,full_word,1756
Polish,PUBLIC_HEALTH,cleveland clinic,full_word,1757
Polish,PUBLIC_HEALTH,badania kliniczne,full_word,1758
Polish,PUBLIC_HEALTH,zakrzep,full_word,1759
Polish,PUBLIC_HEALTH,codemonkeyz,full_word,1760
Polish,PUBLIC_HEALTH,śledzenie kontaktów,full_word,1761
Polish,PUBLIC_HEALTH,korona,full_word,1762
Polish,PUBLIC_HEALTH,koronawirus,full_word,1763
Polish,PUBLIC_HEALTH,paszport covidowy/paszport cowidowy,full_word,1764
Polish,PUBLIC_HEALTH,leki/legarstwa,full_word,1765
Polish,PUBLIC_HEALTH,lek/lekarstwo,full_word,1766
Polish,PUBLIC_HEALTH,niebezpieczny lek,full_word,1767
Polish,PUBLIC_HEALTH,odpowiedzialność za produkt niebezpieczny,full_word,1768
Polish,PUBLIC_HEALTH,śmierć,full_word,1769
Polish,PUBLIC_HEALTH,zatrzyk śmierci,full_word,1770
Polish,PUBLIC_HEALTH,śmiertleność,full_word,1771
Polish,PUBLIC_HEALTH,śmiertleny zastrzyk,full_word,1772
Polish,PUBLIC_HEALTH,depopulacja,full_word,1773
Polish,PUBLIC_HEALTH,detoks,full_word,1774
Polish,PUBLIC_HEALTH,narkotyki,full_word,1775
Polish,PUBLIC_HEALTH,elektromagnetyzm,full_word,1776
Polish,PUBLIC_HEALTH,epidemia,full_word,1777
Polish,PUBLIC_HEALTH,krzywa epidemiologiczna,full_word,1778
Polish,PUBLIC_HEALTH,maska ochronna/maseczka ochronna,full_word,1779
Polish,PUBLIC_HEALTH,tkanka płodowa/tkanka płodu,full_word,1780
Polish,PUBLIC_HEALTH,płód,full_word,1781
Polish,PUBLIC_HEALTH,płody,full_word,1782
Polish,PUBLIC_HEALTH,grypa,full_word,1783
Polish,PUBLIC_HEALTH,przymusowe szczepionki,full_word,1784
Polish,PUBLIC_HEALTH,terapia genowa,full_word,1785
Polish,PUBLIC_HEALTH,geny,full_word,1786
Polish,PUBLIC_HEALTH,garfen,full_word,1787
Polish,PUBLIC_HEALTH,świnki morskie,full_word,1788
Polish,PUBLIC_HEALTH,edukacja zdrowotna,full_word,1789
Polish,PUBLIC_HEALTH,ryzyko dla zdrowia,full_word,1790
Polish,PUBLIC_HEALTH,zawał serca,full_word,1791
Polish,PUBLIC_HEALTH,odporność stadna/odporność zbiorowiskowa,full_word,1792
Polish,PUBLIC_HEALTH,homeopatyczny,full_word,1793
Polish,PUBLIC_HEALTH,maść końska,full_word,1794
Polish,PUBLIC_HEALTH,okres wylęgania/okres inkubacji,full_word,1795
Polish,PUBLIC_HEALTH,układ odpornościowy,full_word,1796
Polish,PUBLIC_HEALTH,immunizacja/uodpornienie,full_word,1797
Polish,PUBLIC_HEALTH,infekcja,full_word,1798
Polish,PUBLIC_HEALTH,zastrzyki,full_word,1799
Polish,PUBLIC_HEALTH,szczepienie ochronne,full_word,1800
Polish,PUBLIC_HEALTH,oddział intensywnej terapii,full_word,1801
Polish,PUBLIC_HEALTH,ukłucie/szczepionka,full_word,1802
Polish,PUBLIC_HEALTH,janssen,full_word,1803
Polish,PUBLIC_HEALTH,zabójczy strzał,full_word,1804
Polish,PUBLIC_HEALTH,badanie metodą przepływu bocznego,full_word,1805
Polish,PUBLIC_HEALTH,przewlekły covid,full_word,1806
Polish,PUBLIC_HEALTH,malaria,full_word,1807
Polish,PUBLIC_HEALTH,nakaz noszenia maski,full_word,1808
Polish,PUBLIC_HEALTH,maski,full_word,1809
Polish,PUBLIC_HEALTH,maski są dla niewolników,full_word,1810
Polish,PUBLIC_HEALTH,odra,full_word,1811
Polish,PUBLIC_HEALTH,aborcja medyczna,full_word,1812
Polish,PUBLIC_HEALTH,tyrania medyczna,full_word,1813
Polish,PUBLIC_HEALTH,leki,full_word,1814
Polish,PUBLIC_HEALTH,meghathakur,full_word,1815
Polish,PUBLIC_HEALTH,fala milimetrowa,full_word,1816
Polish,PUBLIC_HEALTH,mitochondria,full_word,1817
Polish,PUBLIC_HEALTH,małpia ospa,full_word,1818
Polish,PUBLIC_HEALTH,śmiertelność,full_word,1819
Polish,PUBLIC_HEALTH,mrna,full_word,1820
Polish,PUBLIC_HEALTH,medycyna naturalna,full_word,1821
Polish,PUBLIC_HEALTH,norymberga 2,full_word,1822
Polish,PUBLIC_HEALTH,norymberga 2.0,full_word,1823
Polish,PUBLIC_HEALTH,kodeks norymberski,full_word,1824
Polish,PUBLIC_HEALTH,procesy norymberskie za covid,full_word,1825
Polish,PUBLIC_HEALTH,pandemia,full_word,1826
Polish,PUBLIC_HEALTH,pacjent zero,full_word,1827
Polish,PUBLIC_HEALTH,raport pentagonu o ufo,full_word,1828
Polish,PUBLIC_HEALTH,firmy farmaceutyczne,full_word,1829
Polish,PUBLIC_HEALTH,pigułki,full_word,1830
Polish,PUBLIC_HEALTH,plandemia,full_word,1831
Polish,PUBLIC_HEALTH,program polityczny,full_word,1832
Polish,PUBLIC_HEALTH,zapobieganie/profilktyka,full_word,1833
Polish,PUBLIC_HEALTH,białko kolca,full_word,1834
Polish,PUBLIC_HEALTH,prochoice,full_word,1835
Polish,PUBLIC_HEALTH,pro-life,full_word,1836
Polish,PUBLIC_HEALTH,promieniowanie,full_word,1837
Polish,PUBLIC_HEALTH,reakcja,full_word,1838
Polish,PUBLIC_HEALTH,robert malone,full_word,1839
Polish,PUBLIC_HEALTH,rochelle walensky,full_word,1840
Polish,PUBLIC_HEALTH,roe przeciwko wade,full_word,1841
Polish,PUBLIC_HEALTH,warunki sanitarne,full_word,1842
Polish,PUBLIC_HEALTH,samoizolacja,full_word,1843
Polish,PUBLIC_HEALTH,skutki uboczne,full_word,1844
Polish,PUBLIC_HEALTH,krew węża,full_word,1845
Polish,PUBLIC_HEALTH,jad węża,full_word,1846
Polish,PUBLIC_HEALTH,wariant południowoafrykański,full_word,1847
Polish,PUBLIC_HEALTH,kolec,full_word,1848
Polish,PUBLIC_HEALTH,białko kolczaste,full_word,1849
Polish,PUBLIC_HEALTH,zatrzymac ludobójstwo,full_word,1850
Polish,PUBLIC_HEALTH,badanie,full_word,1851
Polish,PUBLIC_HEALTH,nagła śmierć,full_word,1852
Polish,PUBLIC_HEALTH,chirurgiczna maska,full_word,1853
Polish,PUBLIC_HEALTH,wielki ubój,full_word,1854
Polish,PUBLIC_HEALTH,usuwanie toksyn,full_word,1855
Polish,PUBLIC_HEALTH,transludzki,full_word,1856
Polish,PUBLIC_HEALTH,nieszczepiony,full_word,1857
Polish,PUBLIC_HEALTH,vaids,full_word,1858
Polish,PUBLIC_HEALTH,nieszczepione życie ma znaczenie,full_word,1859
Polish,PUBLIC_HEALTH,system zgłaszania działań niepożądanych szczepionek,full_word,1860
Polish,PUBLIC_HEALTH,wybór czy zostać zaszczepionym,full_word,1861
Polish,PUBLIC_HEALTH,zgonów poszczepienne,full_word,1862
Polish,PUBLIC_HEALTH,urazy poszczepienne,full_word,1863
Polish,PUBLIC_HEALTH,upoważnienie do zaszczepienia,full_word,1864
Polish,PUBLIC_HEALTH,skutki uboczne szczepionki/niepożądany odczyn poszczepienny/nop,full_word,1865
